City ID,City,Country,Latitude,Longitude,Temperature,Humidity,Clouds,Wind Speed
3939761,Hualmay,PE,-11.0964,-77.6139,71.35,80,100,10.45
2017155,Saskylakh,RU,71.9167,114.0833,-31.54,100,6,2.04
2129766,Kamiiso,JP,41.8167,140.65,32.38,86,75,29.93
3883457,Lebu,CL,-37.6167,-73.65,56.91,90,0,7.52
2110227,Butaritari,KI,3.0707,172.7902,82.13,75,54,15.97
3874787,Punta Arenas,CL,-53.15,-70.9167,42.91,70,40,24.16
1015776,Bredasdorp,ZA,-34.5322,20.0403,69.12,83,100,8.05
2156643,Mount Gambier,AU,-37.8333,140.7667,69.76,45,100,3.69
2181997,Takaka,NZ,-40.85,172.8,73.56,49,0,5.3
6201424,Mataura,NZ,-46.1927,168.8643,56.48,43,20,5.64
2527087,Tiznit Province,MA,29.5833,-9.5,57.88,43,48,6.93
4111382,Forrest City,US,35.0081,-90.7898,48.06,62,7,9.15
2075265,Busselton,AU,-33.65,115.3333,79.05,52,0,10.74
2126123,Chokurdakh,RU,70.6333,147.9167,-34.15,100,53,3.71
3520994,Puerto Escondido,MX,15.85,-97.0667,81.43,74,0,4.61
2381334,Atar,MR,20.5169,-13.0499,66.22,21,96,9.42
4030556,Rikitea,PF,-23.1203,-134.9692,78.62,67,53,10.92
4032243,Vaini,TO,-21.2,-175.2,80.83,70,9,12.66
64013,Bosaso,SO,11.2842,49.1816,69.67,66,6,2.44
667303,Sfântu Gheorghe,RO,45.8667,25.7833,28.65,89,9,2.04
1735106,George Town,MY,5.4112,100.3354,78.96,87,20,0.0
3833367,Ushuaia,AR,-54.8,-68.3,40.66,75,40,28.77
2063036,Port Lincoln,AU,-34.7333,135.8667,66.97,84,97,3.18
3097367,Jawor,PL,51.0513,16.1935,39.81,83,2,9.62
2126199,Cherskiy,RU,68.75,161.3,-28.64,99,96,4.12
2155415,New Norfolk,AU,-42.7826,147.0587,75.27,44,93,3.76
3932145,Pisco,PE,-13.7,-76.2167,69.85,78,20,18.41
5282297,Bethel,US,41.3712,-73.414,21.31,55,0,3.0
2074865,Carnarvon,AU,-24.8667,113.6333,93.27,33,0,17.27
102651,Şabyā,SA,17.1495,42.6254,76.62,79,0,5.23
3466165,Cidreira,BR,-30.1811,-50.2056,70.88,81,0,7.07
4020109,Atuona,PF,-9.8,-139.0333,77.79,76,5,12.73
3366880,Hermanus,ZA,-34.4187,19.2345,66.79,84,100,9.93
1787144,Yanliang,CN,34.6592,109.2292,34.79,65,40,12.35
3652764,Puerto Ayora,EC,-0.7393,-90.3518,77.56,91,95,5.99
1529376,Korla,CN,41.7597,86.1469,29.32,51,96,6.22
1644932,Ende,ID,-8.8432,121.6623,83.82,70,100,2.59
610864,Khani,GE,41.9563,42.9566,22.57,84,20,6.17
481548,Troitsko-Pechorsk,RU,62.7084,56.1964,19.02,96,100,2.84
3463762,Estrela,BR,-28.0611,-50.9383,59.22,64,0,4.5
780687,Berlevåg,NO,70.8578,29.0864,31.15,67,100,18.19
2961123,Tralee,IE,52.2704,-9.7026,53.73,92,100,22.97
2191562,Dunedin,NZ,-45.8742,170.5036,60.8,56,100,8.01
3369157,Cape Town,ZA,-33.9258,18.4232,68.97,78,75,11.5
2163355,Hobart,AU,-42.8794,147.3294,76.06,59,75,6.91
3985710,Cabo San Lucas,MX,22.8909,-109.9124,78.28,39,0,12.66
3838859,Río Gallegos,AR,-51.6226,-69.2181,48.25,43,40,24.16
5106841,Albany,US,42.6001,-73.9662,18.34,69,15,1.01
1529660,Aksu,CN,41.1231,80.2644,27.99,44,5,5.55
935215,Saint-Philippe,RE,-21.3585,55.7679,78.39,81,73,8.12
1507390,Dikson,RU,73.5069,80.5464,-18.58,91,89,4.72
5134693,Rye,US,40.9807,-73.6837,25.77,53,0,1.01
371745,Kutum,SD,14.2,24.6667,58.59,19,99,8.97
6111696,Port-Cartier,CA,50.0334,-66.8654,2.71,74,9,12.08
2206939,Bluff,NZ,-46.6,168.3333,56.8,54,0,5.5
2155562,Nelson Bay,AU,-32.7167,152.15,80.26,57,9,3.0
3430443,Necochea,AR,-38.5473,-58.7368,73.04,58,0,10.42
1499428,Mamontovo,RU,52.7055,81.6244,6.67,94,100,14.58
3171148,Pescia,IT,43.897,10.6904,41.29,93,21,8.99
6453316,Tromsø,NO,69.6496,18.957,15.76,92,20,0.0
2208248,Kaitangata,NZ,-46.2817,169.8464,61.93,51,19,8.55
3416888,Grindavik,IS,63.8424,-22.4338,30.67,86,75,16.11
1488903,Turukhansk,RU,65.8167,87.9833,-17.28,85,1,8.86
3386213,Touros,BR,-5.1989,-35.4608,81.5,74,6,12.95
3430863,Mar del Plata,AR,-38.0023,-57.5575,80.62,54,0,11.5
5591778,Eagle,US,43.6954,-116.354,41.74,62,0,19.57
3408343,Acopiara,BR,-6.0953,-39.4525,75.49,64,22,4.85
6170031,Tuktoyaktuk,CA,69.4541,-133.0374,-29.2,68,40,8.05
1489822,Tegul'det,RU,57.3064,88.1667,12.27,93,99,7.9
6113406,Prince Rupert,CA,54.3161,-130.3201,37.49,100,100,13.8
5546220,Saint George,US,37.1041,-113.5841,61.59,17,0,13.8
3860443,Comodoro Rivadavia,AR,-45.8667,-67.5,69.66,26,40,24.16
2311968,Nioki,CD,-2.7167,17.6833,72.16,89,100,2.15
5948844,Englehart,CA,47.8169,-79.8664,-1.64,71,75,4.61
3461425,Ilhabela,BR,-23.7781,-45.3581,75.36,82,42,3.94
1624041,Ternate,ID,0.8,127.4,82.15,77,44,4.14
1215502,Banda Aceh,ID,5.5577,95.3222,78.82,79,93,3.2
1526038,Atbasar,KZ,51.8,68.3333,-0.47,99,100,8.68
2022572,Khatanga,RU,71.9667,102.5,-25.37,100,92,5.41
5122534,Jamestown,US,42.097,-79.2353,19.33,58,40,4.61
1852357,Shimoda,JP,34.6667,138.95,47.1,56,1,26.91
2016307,Solnechnyy,RU,50.7214,136.6319,5.11,82,39,7.74
6540819,Siderno,IT,38.2779,16.302,47.71,85,100,11.36
3444176,Roboré,BO,-18.3333,-59.75,78.89,64,14,3.24
1259385,Port Blair,IN,11.6667,92.75,78.84,89,75,3.44
546105,Nikolskoye,RU,59.7035,30.7861,36.28,99,100,10.92
3372707,Ribeira Grande,PT,38.5167,-28.7,62.02,88,100,17.34
3441702,Melo,UY,-32.3667,-54.1833,68.22,56,0,9.04
5354943,Half Moon Bay,US,37.4636,-122.4286,56.86,58,0,18.41
1159362,Torbat-e Jām,IR,35.244,60.6225,34.21,67,1,5.12
3466704,Castro,BR,-24.7911,-50.0119,62.92,98,9,6.67
5855927,Hilo,US,19.7297,-155.09,76.6,69,40,10.36
1253694,Uri,IN,34.0833,74.0333,40.33,78,11,3.89
6185377,Yellowknife,CA,62.456,-114.3525,-23.28,69,20,9.22
3831208,Qaanaaq,GL,77.484,-69.3632,-16.96,91,100,4.41
5880054,Barrow,US,71.2906,-156.7887,-25.58,68,0,8.05
1492948,Saryg-Sep,RU,51.5,95.6,-4.76,99,100,0.85
3372783,Ponta Delgada,PT,37.7333,-25.6667,61.52,82,75,12.66
2454268,Koutiala,ML,12.3917,-5.4642,74.89,15,12,11.41
2168305,Dubbo,AU,-32.25,148.6167,82.53,42,0,8.05
1847947,Shingū,JP,33.7333,135.9833,41.92,49,0,14.81
3883167,Linares,CL,-35.85,-71.6,61.84,63,0,4.41
1299154,Prome,MM,18.8167,95.2167,71.98,48,7,1.95
2423126,Beyla,GN,8.6833,-8.6333,72.52,21,5,2.89
1921372,Dalianwan,CN,39.0286,121.695,17.64,49,75,6.71
2729907,Longyearbyen,SJ,78.2186,15.6401,17.44,86,75,3.44
2094342,Kavieng,PG,-2.5744,150.7967,82.85,71,100,5.57
3347019,Mossamedes,AO,-15.1961,12.1522,76.19,76,98,6.38
4035715,Avarua,CK,-21.2078,-159.775,78.85,83,75,8.05
1517323,Zhanakorgan,KZ,43.9098,67.2495,24.76,72,1,7.83
3893629,Coquimbo,CL,-29.9533,-71.3436,64.13,77,0,10.36
1819729,Hong Kong,HK,22.2855,114.1577,63.03,76,97,15.99
3372964,Lagoa,PT,39.05,-27.9833,60.75,88,100,22.06
3421765,Nanortalik,GL,60.1432,-45.2371,9.91,64,54,33.87
2312888,Mbanza-Ngungu,CD,-5.25,14.8667,68.76,96,100,3.56
2127202,Anadyr,RU,64.75,177.4833,-28.7,68,20,11.18
2015179,Tommot,RU,58.9564,126.2925,-26.18,99,95,1.01
2013279,Vostok,RU,46.4856,135.8833,12.67,81,100,4.14
3925212,Cacoal,BR,-11.4386,-61.4472,72.28,98,83,3.65
1490796,Strezhevoy,RU,60.7333,77.5889,-20.22,100,100,1.45
5848280,Kapaa,US,22.0752,-159.319,77.2,64,0,13.8
3460005,Jaú,BR,-22.2964,-48.5578,73.92,94,94,9.75
3424607,Tasiilaq,GL,65.6145,-37.6368,26.76,86,100,28.45
2610343,Vestmanna,FO,62.1564,-7.1664,34.72,93,100,0.0
3047679,Nagykanizsa,HU,46.4535,16.991,41.61,88,100,9.53
2450173,Taoudenni,ML,22.6783,-3.9836,65.01,25,100,12.19
4021858,Guerrero Negro,MX,27.9769,-114.0611,63.0,68,2,12.3
1337610,Thinadhoo,MV,0.5333,72.9333,82.71,68,100,13.44
778707,Mehamn,NO,71.0357,27.8492,29.95,68,100,15.48
1626099,Sumenep,ID,-7.0167,113.8667,81.99,78,67,6.67
1863495,Gushikawa,JP,26.3544,127.8686,60.01,72,75,8.05
4997191,Ionia,US,42.9873,-85.0711,24.31,71,0,17.27
4969398,Lewiston,US,44.1003,-70.2148,14.16,64,7,4.61
1692364,Puro,PH,12.4841,123.3827,79.07,74,62,7.56
986717,Kruisfontein,ZA,-34.0033,24.7314,69.89,84,100,5.3
5380437,Pacific Grove,US,36.6177,-121.9166,55.08,74,0,18.01
86049,Jalu,LY,29.0331,21.5482,55.67,51,77,9.51
3372760,Praia da Vitória,PT,38.7333,-27.0667,61.05,82,75,14.25
3456880,Monte Alegre de Minas,BR,-18.8706,-48.8808,74.05,84,15,4.09
2012593,Zeya,RU,53.75,127.2667,4.35,70,46,3.13
2264557,Ponta do Sol,PT,32.6667,-17.1,60.87,65,35,7.83
286621,Salalah,OM,17.0151,54.0924,66.29,45,0,3.44
292968,Abu Dhabi,AE,24.4667,54.3667,68.02,88,0,2.3
3448903,São João da Barra,BR,-21.6403,-41.0511,75.88,91,100,12.24
1649150,Bengkulu,ID,-3.8004,102.2655,78.21,75,82,3.13
1800430,Miyang,CN,24.4042,103.4428,50.36,93,81,5.1
5847411,Kahului,US,20.8947,-156.47,77.43,67,40,17.27
1006984,East London,ZA,-33.0153,27.9116,72.59,90,100,8.32
2122090,Pevek,RU,69.7008,170.3133,-21.64,99,100,3.96
964432,Port Alfred,ZA,-33.5906,26.891,71.8,93,99,2.53
964420,Port Elizabeth,ZA,-33.918,25.5701,70.09,94,100,2.3
696280,Primorskoye,UA,47.1744,37.6927,33.85,100,18,5.79
3445026,Vila Velha,BR,-20.3297,-40.2925,73.94,97,75,4.61
2121025,Srednekolymsk,RU,67.45,153.6833,-24.2,98,97,3.85
2171722,Charters Towers,AU,-20.1,146.2667,82.38,60,84,13.38
1501118,Kuzedeyevo,RU,53.3308,87.2019,5.92,95,100,5.3
3996426,Matamoros,MX,25.5333,-103.25,76.1,25,0,5.75
535839,Leshukonskoye,RU,64.8989,45.7622,7.88,96,100,4.16
3577154,Oranjestad,AW,12.524,-70.027,78.67,79,67,21.12
201865,Nzega,RW,-2.479,29.5564,55.08,93,100,4.14
3421719,Narsaq,GL,60.9167,-46.05,1.62,69,1,8.66
2221046,Yabassi,CM,4.457,9.9682,74.23,92,27,0.89
2092164,Lorengau,PG,-2.0226,147.2712,82.53,78,89,7.63
2018735,Nyurba,RU,63.2842,118.3319,-30.06,99,78,3.38
5954718,Flin Flon,CA,54.7682,-101.865,10.33,96,100,4.79
934322,Mahébourg,MU,-20.4081,57.7,79.09,94,75,9.22
1252783,Yārāda,IN,17.65,83.2667,64.72,94,20,2.3
2109528,Buala,SB,-8.145,159.5921,85.6,69,58,4.56
2447513,Arlit,NE,18.7369,7.3853,69.17,11,0,5.35
2396518,Port-Gentil,GA,-0.7193,8.7815,80.62,80,100,11.07
1490256,Talnakh,RU,69.4865,88.3972,-17.57,83,64,4.65
3665202,Aripuanã,BR,-9.1667,-60.6333,71.44,99,23,1.19
3418910,Upernavik,GL,72.7868,-56.1549,-13.18,92,100,10.85
5557293,Sitka,US,57.0531,-135.33,42.69,81,100,8.05
233093,Kaabong,UG,3.4836,34.1492,67.86,47,100,3.06
5767918,Pierre,US,44.3683,-100.351,32.81,52,0,13.8
1106677,Bambous Virieux,MU,-20.3428,57.7575,79.05,94,75,9.22
2427336,Moussoro,TD,13.6408,16.4901,72.25,11,43,12.73
3374210,São Filipe,CV,14.8961,-24.4956,73.51,66,100,10.36
4845585,Westport,US,41.1415,-73.3579,24.42,53,0,13.8
5911745,Burns Lake,CA,54.2331,-125.7533,36.82,93,15,2.59
5919850,Chapais,CA,49.7834,-74.8492,-11.42,98,78,4.27
2449893,Tessalit,ML,20.1986,1.0114,62.91,17,20,9.55
2932069,Eichstätt,DE,48.8833,11.1833,33.67,86,75,5.75
1633419,Padang,ID,-0.9492,100.3543,77.05,79,64,2.98
4946620,Palmer,US,42.1584,-72.3287,18.59,62,20,1.01
1153072,Kantang,TH,7.4054,99.5156,77.09,100,20,0.0
5983607,Inuvik,CA,68.3499,-133.7218,-24.74,75,20,2.3
3100946,Częstochowa,PL,50.7965,19.1241,40.41,90,92,8.5
4013679,Coahuayana Viejo,MX,18.7333,-103.6833,75.31,69,0,3.04
3893726,Constitución,CL,-35.3333,-72.4167,56.93,88,50,7.31
2629833,Husavik,IS,66.0449,-17.3389,30.11,75,100,24.36
3471451,Arraial do Cabo,BR,-22.9661,-42.0278,75.74,89,63,10.67
1737486,Bintulu,MY,3.1667,113.0333,81.01,83,20,3.44
2630299,Hofn,IS,64.2539,-15.2082,36.03,93,100,30.53
1714733,Dingle,PH,10.9995,122.6711,80.58,69,100,10.07
4036284,Alofi,NU,-19.0595,-169.9187,84.09,70,75,10.36
1861280,Itoman,JP,26.1247,127.6694,62.62,63,75,14.97
2594800,Idenao,CM,4.2475,9.0047,78.04,91,91,5.1
2028164,Deputatsky,RU,69.3,139.9,-22.41,91,7,1.79
3420846,Qaqortoq,GL,60.7167,-46.0333,1.9,60,0,19.24
3491355,Black River,JM,18.0264,-77.8487,78.8,79,5,5.01
777019,Vardø,NO,70.3705,31.1107,31.08,66,92,17.65
5392171,San Jose,US,37.3394,-121.895,57.87,39,0,14.97
2120591,Tilichiki,RU,60.4667,166.1,-13.56,88,14,12.46
5554428,Ketchikan,US,55.3422,-131.6461,39.67,100,100,3.44
1154689,Ko Samui,TH,9.5357,99.9357,78.71,94,40,14.97
2141305,Fayaoué,NC,-20.65,166.5333,81.93,79,32,19.37
1282931,Patan,NP,27.6667,85.3333,44.98,93,40,3.44
2063056,Port Augusta,AU,-32.5,137.7667,77.7,58,100,19.62
113659,Tabas,IR,33.5959,56.9244,47.43,41,0,4.34
3572924,Alice Town,BS,25.7167,-79.3,71.28,64,100,28.63
4156018,Ft. Pierce,US,27.4467,-80.3256,68.23,64,100,13.8
3374333,Praia,CV,14.9215,-23.5087,72.14,68,0,21.85
2127060,Arman',RU,59.7,150.1667,5.25,73,100,11.97
2315026,Kasongo-Lunda,CD,-6.4667,16.8167,69.06,95,100,0.65
5396987,Solano,US,38.2333,-121.9511,60.44,27,0,20.71
5975004,High Level,CA,58.5169,-117.136,-3.89,71,75,8.05
4031637,Lavrentiya,RU,65.5833,-171.0,-12.01,93,46,6.35
3115824,Muros,ES,42.7762,-9.0603,55.87,89,100,15.39
3576994,Cockburn Town,TC,21.4612,-71.1419,75.16,69,40,17.27
2173911,Broken Hill,AU,-31.95,141.4333,87.46,25,100,2.75
2618795,Klaksvík,FO,62.2266,-6.589,36.52,97,100,18.39
4031574,Provideniya,RU,64.3833,-173.3,1.51,66,0,22.37
3446880,Tapes,BR,-30.6733,-51.3958,69.85,75,0,8.46
1701054,Marawi,PH,7.9986,124.2928,73.65,82,99,3.44
2014836,Tupik,RU,54.4253,119.9327,-9.35,96,93,1.68
6165406,Thompson,CA,55.7435,-97.8558,3.36,66,100,5.75
1855540,Naze,JP,28.3667,129.4833,54.52,56,56,13.73
933995,Souillac,MU,-20.5167,57.5167,79.18,94,75,9.22
3870282,Talcahuano,CL,-36.7167,-73.1167,56.88,82,100,5.75
